retrodb_id	organism_name	parental_accession	potential_parentals	chromosome	start	end	strand	status	external_id	inside_intron_of	aliases	percent_identity	
retro_hsap_638	homo_sapiens	ENSG00000181163		10	126556079	126556548	+	KNOWN_PSEUDOGENE	ENSG00000214807			85.53	
retro_hsap_639	homo_sapiens	ENSG00000079332		10	127961386	127961791	+	KNOWN_PSEUDOGENE	ENSG00000213170	ENSG00000148848		65.93	
retro_hsap_640	homo_sapiens	ENSG00000150527	ENSG00000258941	10	131904309	131906715	+	KNOWN_PSEUDOGENE	ENSG00000233122	ENSG00000237489	CTAGE7P, CTAGE7, CTAGEP, bA500G10.2, rcCTAGE5	87.44	
retro_hsap_641	homo_sapiens	ENSG00000198242		10	135515570	135516032	+	KNOWN_PSEUDOGENE	ENSG00000213147			77.36	
retro_hsap_642	homo_sapiens	ENSG00000161970	ENSG00000037241	10	5346393	5346828	-	KNOWN_PSEUDOGENE	ENSG00000223987			78.62	
retro_hsap_643	homo_sapiens	ENSG00000197958		10	5904167	5904418	-	KNOWN_PSEUDOGENE	ENSG00000240180			71.76	
retro_hsap_644	homo_sapiens	ENSG00000170421		10	8555951	8557069	-	KNOWN_PSEUDOGENE	ENSG00000213771			84.35	
retro_hsap_645	homo_sapiens	ENSG00000128699		10	10818181	10818530	-	KNOWN_PSEUDOGENE	ENSG00000228997			69.42	
retro_hsap_646	homo_sapiens	ENSG00000122406		10	13099897	13100676	-	KNOWN_PSEUDOGENE	ENSG00000225251	ENSG00000151468		86.97	
retro_hsap_647	homo_sapiens	ENSG00000241343	ENSG00000269315	10	13201473	13201816	-	KNOWN_PSEUDOGENE	ENSG00000237540			70.94	
retro_hsap_648	homo_sapiens	ENSG00000089009		10	13633459	13633917	-	KNOWN_PSEUDOGENE	ENSG00000227474	ENSG00000165630		82.47	
retro_hsap_649	homo_sapiens	ENSG00000196262		10	15197055	15197319	-	KNOWN_PSEUDOGENE	ENSG00000206448	ENSG00000152465		82.02	
retro_hsap_650	homo_sapiens	ENSG00000189043		10	15213034	15213277	-	KNOWN_PSEUDOGENE	ENSG00000228181			76.54	
retro_hsap_651	homo_sapiens	ENSG00000125944		10	21913520	21914455	-	KNOWN_PSEUDOGENE	ENSG00000223984	ENSG00000078403		83.38	
retro_hsap_652	homo_sapiens	ENSG00000111231		10	25936498	25937033	-	KNOWN_PSEUDOGENE	ENSG00000227465			70.88	
retro_hsap_653	homo_sapiens	ENSG00000124098		10	27638643	27639219	-	KNOWN_PSEUDOGENE	ENSG00000213770			88.66	
retro_hsap_654	homo_sapiens	ENSG00000122026		10	29187933	29188413	-	KNOWN_PSEUDOGENE	ENSG00000229605			96.25	
retro_hsap_655	homo_sapiens	ENSG00000106028	ENSG00000262771	10	30179972	30180378	-	KNOWN_PSEUDOGENE	ENSG00000237936			74.64	
retro_hsap_656	homo_sapiens	ENSG00000198034		10	32391449	32392055	-	KNOWN_PSEUDOGENE	ENSG00000234335			88.61	
retro_hsap_657	homo_sapiens	ENSG00000196262		10	32477250	32477745	-	KNOWN_PSEUDOGENE	ENSG00000217094			95.76	
retro_hsap_658	homo_sapiens	ENSG00000138326		10	32520776	32521172	-	KNOWN_PSEUDOGENE	ENSG00000233190			86.03	
retro_hsap_659	homo_sapiens	ENSG00000197223		10	32800245	32800701	-	KNOWN_PSEUDOGENE	ENSG00000231245	ENSG00000216937		94.74	
retro_hsap_660	homo_sapiens	ENSG00000260501	ENSG00000148303	10	33346539	33347337	-	KNOWN_PSEUDOGENE	ENSG00000235962	ENSG00000229656		90.6	
retro_hsap_661	homo_sapiens	ENSG00000112306		10	34964565	34964969	-	KNOWN_PSEUDOGENE	ENSG00000215184	ENSG00000148498		74.1	
retro_hsap_662	homo_sapiens	ENSG00000137726		10	38380694	38380979	-	KNOWN_PSEUDOGENE	ENSG00000235964			76.84	
retro_hsap_663	homo_sapiens	ENSG00000258873		10	43242993	43243368	-	KNOWN_PSEUDOGENE	ENSG00000270552			77.95	
retro_hsap_664	homo_sapiens	ENSG00000131236		10	44100777	44101699	-	KNOWN_PSEUDOGENE	ENSG00000232004			88.06	
retro_hsap_665	homo_sapiens	ENSG00000170144		10	44284699	44285835	-	KNOWN_PSEUDOGENE	ENSG00000226790		HNRNPA3P1, D10S102, FBRNP, HNRPA3, HNRPA3P1	93.42	
retro_hsap_666	homo_sapiens	ENSG00000163682		10	44910092	44910422	-	KNOWN_PSEUDOGENE	ENSG00000214089			89.09	
retro_hsap_667	homo_sapiens	ENSG00000105372		10	45568665	45569004	-	KNOWN_PSEUDOGENE	ENSG00000228462	ENSG00000226937		87.61	
retro_hsap_668	homo_sapiens	ENSG00000135486		10	47133339	47133898	-	KNOWN_PSEUDOGENE	ENSG00000213412	ENSG00000223477		82.89	
retro_hsap_669	homo_sapiens	ENSG00000184545		10	48173744	48174742	-	KNOWN_PSEUDOGENE	ENSG00000215024	ENSG00000231209		81.82	
retro_hsap_670	homo_sapiens	ENSG00000269083	ENSG00000131174	10	49754519	49754758	-	KNOWN_PSEUDOGENE	ENSG00000231906	ENSG00000128805		65.43	
retro_hsap_671	homo_sapiens	ENSG00000142541		10	49953589	49954176	-	KNOWN_PSEUDOGENE	ENSG00000228754	ENSG00000128815		69.46	
retro_hsap_672	homo_sapiens	ENSG00000198242		10	51532104	51532572	-	KNOWN_PSEUDOGENE	ENSG00000228326			87.34	
retro_hsap_673	homo_sapiens	ENSG00000066230		10	51785414	51786651	-	KNOWN_PSEUDOGENE	ENSG00000226631	ENSG00000235618		68.79	
retro_hsap_674	homo_sapiens	ENSG00000144736		10	52389286	52391008	-	KNOWN_PSEUDOGENE	ENSG00000231588			85.27	
retro_hsap_675	homo_sapiens	ENSG00000164219		10	52486893	52487592	-	KNOWN_PSEUDOGENE	ENSG00000213667			94.87	
retro_hsap_676	homo_sapiens	ENSG00000160124		10	52722751	52723187	-	KNOWN_PSEUDOGENE	ENSG00000236944			81.76	
retro_hsap_677	homo_sapiens	ENSG00000071082		10	54148868	54149245	-	KNOWN_PSEUDOGENE	ENSG00000213657			84.25	
retro_hsap_678	homo_sapiens	ENSG00000133112		10	59972439	59972745	-	KNOWN_PSEUDOGENE	ENSG00000180221	ENSG00000151151		79.61	
retro_hsap_679	homo_sapiens	ENSG00000137818		10	60848458	60848784	-	KNOWN_PSEUDOGENE	ENSG00000226888			71.82	
retro_hsap_680	homo_sapiens	ENSG00000175104		10	60896866	60897942	-	KNOWN_PSEUDOGENE	ENSG00000226557			91.11	
retro_hsap_681	homo_sapiens	ENSG00000132313		10	65394202	65394587	-	KNOWN_PSEUDOGENE	ENSG00000232075			86.82	
retro_hsap_682	homo_sapiens	ENSG00000148303	ENSG00000260501	10	65662206	65662743	-	KNOWN_PSEUDOGENE	ENSG00000213609	ENSG00000228566		85.47	
retro_hsap_683	homo_sapiens	ENSG00000145425		10	69720624	69720939	-	KNOWN_PSEUDOGENE	ENSG00000226318	ENSG00000148634		77.57	
retro_hsap_684	homo_sapiens	ENSG00000137210		10	70304248	70304590	-	KNOWN_PSEUDOGENE	ENSG00000214881			95.61	
retro_hsap_685	homo_sapiens	ENSG00000134419		10	71060187	71060573	-	KNOWN_PSEUDOGENE	ENSG00000229197	ENSG00000156515		85.5	
retro_hsap_686	homo_sapiens	ENSG00000159199		10	71192727	71193127	-	KNOWN_PSEUDOGENE	ENSG00000232734			83.09	
retro_hsap_687	homo_sapiens	ENSG00000205544		10	71283066	71283406	-	KNOWN_PSEUDOGENE	ENSG00000233197			79.82	
retro_hsap_688	homo_sapiens	ENSG00000198830		10	71934622	71934824	-	NOVEL				73.61	
retro_hsap_689	homo_sapiens	ENSG00000198830		10	74396257	74396523	-	KNOWN_PSEUDOGENE	ENSG00000231471			84.44	
retro_hsap_690	homo_sapiens	ENSG00000181163		10	74677837	74678292	-	KNOWN_PSEUDOGENE	ENSG00000215086	ENSG00000138315		90.85	
retro_hsap_691	homo_sapiens	ENSG00000161970	ENSG00000037241	10	75182019	75182454	-	KNOWN_PSEUDOGENE	ENSG00000229659			91.03	
retro_hsap_692	homo_sapiens	ENSG00000100575		10	76104304	76104563	-	KNOWN_PSEUDOGENE	ENSG00000236900	ENSG00000156110		74.44	
retro_hsap_693	homo_sapiens	ENSG00000105058		10	76504142	76504459	-	KNOWN_PSEUDOGENE	ENSG00000213525			72.97	
retro_hsap_694	homo_sapiens	ENSG00000196262		10	76848992	76849448	-	KNOWN_PSEUDOGENE	ENSG00000237882			81.58	
retro_hsap_695	homo_sapiens	ENSG00000137309		10	77036155	77036404	-	KNOWN_PSEUDOGENE	ENSG00000233313	ENSG00000226051		57.3	
retro_hsap_696	homo_sapiens	ENSG00000064199		10	77142150	77142602	-	KNOWN_PSEUDOGENE	ENSG00000236797	ENSG00000270087		78.95	
retro_hsap_697	homo_sapiens	ENSG00000178035		10	79540094	79541439	-	KNOWN_PSEUDOGENE	ENSG00000213513			73.84	
retro_hsap_698	homo_sapiens	ENSG00000164219		10	81652095	81652794	-	KNOWN_PSEUDOGENE	ENSG00000214584			94.87	
retro_hsap_699	homo_sapiens	ENSG00000197223		10	81784495	81784951	-	KNOWN_PSEUDOGENE	ENSG00000224760			87.5	
retro_hsap_700	homo_sapiens	ENSG00000197223		10	81791726	81792182	-	KNOWN_PSEUDOGENE	ENSG00000236217			89.47	
retro_hsap_701	homo_sapiens	ENSG00000197223		10	81800379	81800832	-	KNOWN_PSEUDOGENE	ENSG00000227515			88.16	
retro_hsap_702	homo_sapiens	ENSG00000112306		10	81975609	81975884	-	KNOWN_PSEUDOGENE	ENSG00000234319	ENSG00000237523		84.95	
retro_hsap_703	homo_sapiens	ENSG00000171863		10	82476509	82476824	-	KNOWN_PSEUDOGENE	ENSG00000233353			75.7	
retro_hsap_704	homo_sapiens	ENSG00000117748		10	82896298	82896991	-	KNOWN_PSEUDOGENE	ENSG00000226466			86.27	
retro_hsap_705	homo_sapiens	ENSG00000197958		10	86148922	86149276	-	KNOWN_PSEUDOGENE	ENSG00000233189	ENSG00000107771		83.9	
retro_hsap_706	homo_sapiens	ENSG00000116161		10	86215333	86215808	-	KNOWN_PSEUDOGENE	ENSG00000225928	ENSG00000107771		88.68	
retro_hsap_707	homo_sapiens	ENSG00000148303	ENSG00000260501	10	88390584	88391364	-	KNOWN_PSEUDOGENE	ENSG00000230507			84.21	
retro_hsap_708	homo_sapiens	ENSG00000147604		10	90377982	90378397	-	KNOWN_PSEUDOGENE	ENSG00000237205			67.59	
retro_hsap_709	homo_sapiens	ENSG00000170502		10	92912359	92913315	-	KNOWN_PSEUDOGENE	ENSG00000234043			71.6	
retro_hsap_710	homo_sapiens	ENSG00000111640		10	93426985	93427539	-	KNOWN_PSEUDOGENE	ENSG00000213449			77.42	
retro_hsap_711	homo_sapiens	ENSG00000143742		10	93566938	93567196	-	KNOWN_PSEUDOGENE	ENSG00000180581	ENSG00000107854		100	
retro_hsap_712	homo_sapiens	ENSG00000142676		10	94356617	94357035	-	KNOWN_PSEUDOGENE	ENSG00000184111	ENSG00000138160		70.34	
retro_hsap_713	homo_sapiens	ENSG00000125977		10	94428504	94429500	-	KNOWN_PSEUDOGENE	ENSG00000236493			86.49	
retro_hsap_714	homo_sapiens	ENSG00000265681		10	95043763	95044315	-	KNOWN_PSEUDOGENE	ENSG00000213432			92.47	
retro_hsap_715	homo_sapiens	ENSG00000103769		10	95641045	95641556	-	KNOWN_PSEUDOGENE	ENSG00000227995			78.36	
retro_hsap_716	homo_sapiens	ENSG00000143398		10	95719671	95721075	-	KNOWN_PSEUDOGENE	ENSG00000180764		PIPSL, PIP5K1L1, PIP5K1P3, PSMD4P2, bA429H9.1	95.73	
retro_hsap_717	homo_sapiens	ENSG00000181163		10	97949506	97949975	-	KNOWN_PSEUDOGENE	ENSG00000229417	ENSG00000177853		89.31	
retro_hsap_718	homo_sapiens	ENSG00000198830		10	98675389	98675651	-	KNOWN_PSEUDOGENE	ENSG00000232875	ENSG00000196233		81.82	
retro_hsap_719	homo_sapiens	ENSG00000197958		10	99069317	99069715	-	KNOWN_PSEUDOGENE	ENSG00000237169			85.82	
retro_hsap_720	homo_sapiens	ENSG00000109475		10	99153061	99153303	-	KNOWN_PSEUDOGENE	ENSG00000231508	ENSG00000052749		63.86	
retro_hsap_721	homo_sapiens	ENSG00000162980		10	100772859	100773209	-	KNOWN_PSEUDOGENE	ENSG00000236818	ENSG00000172987		89.92	
retro_hsap_722	homo_sapiens	ENSG00000111704		10	101548489	101549027	-	KNOWN_PSEUDOGENE	ENSG00000227351	ENSG00000023839		56.59	
retro_hsap_723	homo_sapiens	ENSG00000118363		10	101903374	101903753	-	KNOWN_PSEUDOGENE	ENSG00000270623			66.41	
retro_hsap_724	homo_sapiens	ENSG00000113558		10	103845231	103845531	-	KNOWN_PSEUDOGENE	ENSG00000224302			79	
retro_hsap_725	homo_sapiens	ENSG00000198242		10	104332516	104332976	-	KNOWN_PSEUDOGENE	ENSG00000228657	ENSG00000107882		88.46	
retro_hsap_726	homo_sapiens	ENSG00000116251		10	104647598	104647971	-	KNOWN_PSEUDOGENE	ENSG00000235266	ENSG00000214435		80.47	
retro_hsap_727	homo_sapiens	ENSG00000134419		10	104884776	104885052	-	KNOWN_PSEUDOGENE	ENSG00000237827	ENSG00000076685		84.78	
retro_hsap_728	homo_sapiens	ENSG00000196262		10	107445365	107445623	-	KNOWN_PSEUDOGENE	ENSG00000233477			77.91	
retro_hsap_729	homo_sapiens	ENSG00000147604		10	112309872	112310612	-	KNOWN_PSEUDOGENE	ENSG00000233518			75.81	
retro_hsap_730	homo_sapiens	ENSG00000142541		10	112696382	112696991	-	KNOWN_PSEUDOGENE	ENSG00000234118	ENSG00000108061	RPL13AP6, RPL13A_7_1096, bA348N5.5	91.63	
retro_hsap_731	homo_sapiens	ENSG00000137154		10	113257946	113258699	-	KNOWN_PSEUDOGENE	ENSG00000230809			71.94	
retro_hsap_732	homo_sapiens	ENSG00000125870		10	116261764	116262121	-	KNOWN_PSEUDOGENE	ENSG00000229668	ENSG00000099204		61.34	
retro_hsap_733	homo_sapiens	ENSG00000196262		10	116449904	116450399	-	KNOWN_PSEUDOGENE	ENSG00000228169			88.48	
retro_hsap_734	homo_sapiens	ENSG00000269411	ENSG00000029993	10	118199025	118199557	-	KNOWN_PSEUDOGENE	ENSG00000227096	ENSG00000203837		90	
retro_hsap_735	homo_sapiens	ENSG00000265681		10	120631563	120632114	-	KNOWN_PSEUDOGENE	ENSG00000236058			92.43	
retro_hsap_736	homo_sapiens	ENSG00000136810		10	121443046	121443280	-	KNOWN_PSEUDOGENE	ENSG00000232823			83.33	
retro_hsap_737	homo_sapiens	ENSG00000196531		10	121756597	121757230	-	KNOWN_PSEUDOGENE	ENSG00000180230			84.83	
retro_hsap_738	homo_sapiens	ENSG00000122026		10	122114215	122114695	-	KNOWN_PSEUDOGENE	ENSG00000220842			100	
retro_hsap_739	homo_sapiens	ENSG00000108298		10	122892925	122893237	-	KNOWN_PSEUDOGENE	ENSG00000236762			71.03	
retro_hsap_740	homo_sapiens	ENSG00000149925		10	127355642	127356540	-	KNOWN_PSEUDOGENE	ENSG00000214297	ENSG00000175018		84	
retro_hsap_741	homo_sapiens	ENSG00000196262		10	131930088	131930438	-	KNOWN_PSEUDOGENE	ENSG00000233319			76.27	
retro_hsap_742	homo_sapiens	ENSG00000122406		10	134958103	134958808	-	KNOWN_PSEUDOGENE	ENSG00000235264			83.68	
retro_hsap_743	homo_sapiens	ENSG00000106538		10	135450914	135451179	-	KNOWN_PSEUDOGENE	ENSG00000213543			56.04	
retro_hsap_744	homo_sapiens	ENSG00000269315	ENSG00000241343	11	1813755	1814100	+	KNOWN_PSEUDOGENE	ENSG00000230980			89.57	
retro_hsap_745	homo_sapiens	ENSG00000128609		11	3297282	3297616	+	KNOWN_PSEUDOGENE	ENSG00000236987			80.7	
retro_hsap_746	homo_sapiens	ENSG00000128609		11	3343098	3343432	+	KNOWN_PSEUDOGENE	ENSG00000232390			80.7	
retro_hsap_747	homo_sapiens	ENSG00000160075		11	4254517	4255099	+	KNOWN_PSEUDOGENE	ENSG00000237565			70.62	
retro_hsap_748	homo_sapiens	ENSG00000160075		11	4299936	4300519	+	KNOWN_PSEUDOGENE	ENSG00000236175			70.77	
retro_hsap_749	homo_sapiens	ENSG00000160075		11	4351094	4351676	+	KNOWN_PSEUDOGENE	ENSG00000186232			71.65	
retro_hsap_750	homo_sapiens	ENSG00000260501	ENSG00000148303	11	7805243	7805721	+	KNOWN_PSEUDOGENE	ENSG00000241008	ENSG00000271758		81.71	
retro_hsap_751	homo_sapiens	ENSG00000198242		11	9627688	9628153	+	KNOWN_PSEUDOGENE	ENSG00000243964			92.31	
retro_hsap_752	homo_sapiens	ENSG00000122026		11	9681984	9682464	+	KNOWN_PSEUDOGENE	ENSG00000239470			95.62	
retro_hsap_753	homo_sapiens	ENSG00000142541		11	14462814	14463222	+	KNOWN_PSEUDOGENE	ENSG00000255074			84.56	
retro_hsap_754	homo_sapiens	ENSG00000140988		11	17249825	17250695	+	KNOWN_PSEUDOGENE	ENSG00000197149	ENSG00000070081		93.1	
retro_hsap_755	homo_sapiens	ENSG00000139433		11	18210546	18211170	+	KNOWN_PSEUDOGENE	ENSG00000255138			93.3	
retro_hsap_756	homo_sapiens	ENSG00000100380		11	18283528	18284635	+	KNOWN_PSEUDOGENE	ENSG00000212789			96.21	
retro_hsap_757	homo_sapiens	ENSG00000112081		11	18686792	18687095	+	KNOWN_PSEUDOGENE	ENSG00000257043			92.08	
retro_hsap_758	homo_sapiens	ENSG00000189403		11	20596111	20596495	+	KNOWN_PSEUDOGENE	ENSG00000255291			88.28	
retro_hsap_759	homo_sapiens	ENSG00000067829	ENSG00000267989	11	21305326	21306491	+	KNOWN_PSEUDOGENE	ENSG00000225477	ENSG00000165973		64.62	
retro_hsap_760	homo_sapiens	ENSG00000011451		11	23425189	23426645	+	KNOWN_PSEUDOGENE	ENSG00000255293			80.56	
retro_hsap_761	homo_sapiens	ENSG00000140988		11	23541867	23542745	+	KNOWN_PSEUDOGENE	ENSG00000240881			73.81	
retro_hsap_762	homo_sapiens	ENSG00000205581		11	24722820	24723117	+	KNOWN_PSEUDOGENE	ENSG00000255489	ENSG00000187398		54.46	
retro_hsap_763	homo_sapiens	ENSG00000136888		11	25652244	25652545	+	KNOWN_PSEUDOGENE	ENSG00000255454			59.05	
retro_hsap_764	homo_sapiens	ENSG00000197756		11	27505396	27505672	+	KNOWN_PSEUDOGENE	ENSG00000242527			84.04	
retro_hsap_765	homo_sapiens	ENSG00000262088	ENSG00000118181	11	27603226	27603598	+	KNOWN_PSEUDOGENE	ENSG00000240036	ENSG00000245573		97.6	
retro_hsap_766	homo_sapiens	ENSG00000122565		11	27827989	27828540	+	KNOWN_PSEUDOGENE	ENSG00000177447	ENSG00000255496		89.73	
retro_hsap_767	homo_sapiens	ENSG00000260501	ENSG00000148303	11	29747310	29748109	+	KNOWN_PSEUDOGENE	ENSG00000240554	ENSG00000254734		82.53	
retro_hsap_768	homo_sapiens	ENSG00000197958		11	30389694	30390190	+	KNOWN_PSEUDOGENE	ENSG00000242353			72.89	
retro_hsap_769	homo_sapiens	ENSG00000109475		11	32779813	32780017	+	KNOWN_PSEUDOGENE	ENSG00000244535	ENSG00000186714		79.41	
retro_hsap_770	homo_sapiens	ENSG00000166136		11	34731156	34731708	+	KNOWN_PSEUDOGENE	ENSG00000271369			63.44	
retro_hsap_771	homo_sapiens	ENSG00000260501	ENSG00000148303	11	37747215	37748006	+	KNOWN_PSEUDOGENE	ENSG00000242834			64.68	
retro_hsap_772	homo_sapiens	ENSG00000063177		11	39183002	39183332	+	KNOWN_PSEUDOGENE	ENSG00000240975			88.18	
retro_hsap_773	homo_sapiens	ENSG00000163682		11	41559983	41560342	+	KNOWN_PSEUDOGENE	ENSG00000242729	ENSG00000255388		68.6	
retro_hsap_774	homo_sapiens	ENSG00000196262		11	43487941	43488421	+	KNOWN_PSEUDOGENE	ENSG00000254463	ENSG00000052841		71.95	
retro_hsap_775	homo_sapiens	ENSG00000198242		11	43740225	43740693	+	KNOWN_PSEUDOGENE	ENSG00000243721	ENSG00000149084		89.1	
retro_hsap_776	homo_sapiens	ENSG00000167085		11	43755678	43756092	+	KNOWN_PSEUDOGENE	ENSG00000254512	ENSG00000149084		85	
retro_hsap_777	homo_sapiens	ENSG00000129657		11	43919317	43920419	+	KNOWN_PSEUDOGENE	ENSG00000213693	ENSG00000166199		87.26	
retro_hsap_778	homo_sapiens	ENSG00000162458		11	46164266	46165142	+	KNOWN_PSEUDOGENE	ENSG00000254871			87.67	
retro_hsap_779	homo_sapiens	ENSG00000120137		11	50227331	50228443	+	KNOWN_PSEUDOGENE	ENSG00000255500			90.11	
retro_hsap_780	homo_sapiens	ENSG00000122406		11	56124844	56125694	+	KNOWN_PSEUDOGENE	ENSG00000242208			83.45	
retro_hsap_781	homo_sapiens	ENSG00000154277		11	56263353	56263889	+	KNOWN_PSEUDOGENE	ENSG00000254411			62.09	
retro_hsap_782	homo_sapiens	ENSG00000154277		11	56277172	56277672	+	KNOWN_PSEUDOGENE	ENSG00000254660			60.59	
retro_hsap_783	homo_sapiens	ENSG00000089063		11	56457821	56458195	+	KNOWN_PSEUDOGENE	ENSG00000238041			93.65	
retro_hsap_784	homo_sapiens	ENSG00000089157		11	61404151	61404976	+	KNOWN_PSEUDOGENE	ENSG00000243742		RPLP0P2, RPLP0L2, RPLP0_3_1146	89.82	
retro_hsap_785	homo_sapiens	ENSG00000181163		11	62098419	62098895	+	KNOWN_PSEUDOGENE	ENSG00000255213			88.34	
retro_hsap_786	homo_sapiens	ENSG00000148950		11	63399693	63400192	+	KNOWN_PSEUDOGENE	ENSG00000270269	ENSG00000184743		87.57	
retro_hsap_787	homo_sapiens	ENSG00000105193		11	64649139	64649414	+	KNOWN_PSEUDOGENE	ENSG00000230835	ENSG00000110047		53.76	
retro_hsap_788	homo_sapiens	ENSG00000164241		11	66221704	66222049	+	KNOWN_PSEUDOGENE	ENSG00000254596	ENSG00000174547		89.57	
retro_hsap_789	homo_sapiens	ENSG00000145425		11	71380565	71381181	+	KNOWN_PSEUDOGENE	ENSG00000239481			80.86	
retro_hsap_790	homo_sapiens	ENSG00000160201		11	71991863	71992223	+	KNOWN_PSEUDOGENE	ENSG00000213365			83.87	
retro_hsap_791	homo_sapiens	ENSG00000174748		11	72651542	72652151	+	KNOWN_PSEUDOGENE	ENSG00000234751	ENSG00000137478		84.24	
retro_hsap_792	homo_sapiens	ENSG00000107833		11	73163078	73163388	+	KNOWN_PSEUDOGENE	ENSG00000255786	ENSG00000054965		67.92	
retro_hsap_793	homo_sapiens	ENSG00000198830		11	73291304	73291564	+	KNOWN_PSEUDOGENE	ENSG00000231726	ENSG00000054965		88.64	
retro_hsap_794	homo_sapiens	ENSG00000071082		11	74630631	74631007	+	KNOWN_PSEUDOGENE	ENSG00000241170	ENSG00000166435		84.13	
retro_hsap_795	homo_sapiens	ENSG00000145592		11	75353653	75353936	+	KNOWN_PSEUDOGENE	ENSG00000255280	ENSG00000171533		55.1	
retro_hsap_796	homo_sapiens	ENSG00000173726		11	77024652	77025042	+	KNOWN_PSEUDOGENE	ENSG00000224829			90	
retro_hsap_797	homo_sapiens	ENSG00000186376	ENSG00000269162	11	78095253	78096782	+	NOVEL		ENSG00000033327		77.93	
retro_hsap_798	homo_sapiens	ENSG00000135336		11	79698555	79699865	+	KNOWN_PSEUDOGENE	ENSG00000254471			88.86	
retro_hsap_799	homo_sapiens	ENSG00000233927		11	82400600	82400807	+	KNOWN_PSEUDOGENE	ENSG00000227097	ENSG00000245832		100	
retro_hsap_800	homo_sapiens	ENSG00000147274		11	82516514	82517553	+	KNOWN_PSEUDOGENE	ENSG00000255063	ENSG00000255382		84.38	
retro_hsap_801	homo_sapiens	ENSG00000148303	ENSG00000260501	11	82668464	82669125	+	KNOWN_PSEUDOGENE	ENSG00000242279	ENSG00000137509		68.16	
retro_hsap_802	homo_sapiens	ENSG00000163682		11	84351035	84351605	+	KNOWN_PSEUDOGENE	ENSG00000240174	ENSG00000150672		80.93	
retro_hsap_803	homo_sapiens	ENSG00000101444		11	85568128	85569420	+	NOVEL		ENSG00000150676		77.52	
retro_hsap_804	homo_sapiens	ENSG00000100075	ENSG00000268928	11	85645779	85646693	+	KNOWN_PSEUDOGENE	ENSG00000254479			84.74	
retro_hsap_805	homo_sapiens	ENSG00000168522		11	85906464	85907307	+	KNOWN_PSEUDOGENE	ENSG00000254502			89.72	
retro_hsap_806	homo_sapiens	ENSG00000119335		11	86005980	86006638	+	KNOWN_PSEUDOGENE	ENSG00000255222			74.11	
retro_hsap_807	homo_sapiens	ENSG00000112245		11	86143316	86143618	+	KNOWN_PSEUDOGENE	ENSG00000254727			76.47	
retro_hsap_808	homo_sapiens	ENSG00000123416	ENSG00000075886,ENSG00000198033,ENSG00000167552,ENSG00000167553	11	90015825	90016944	+	KNOWN_PSEUDOGENE	ENSG00000214391	ENSG00000261645		93.85	
retro_hsap_809	homo_sapiens	ENSG00000148303	ENSG00000260501	11	91894272	91894881	+	KNOWN_PSEUDOGENE	ENSG00000242248			73.81	
retro_hsap_810	homo_sapiens	ENSG00000143977		11	92670608	92670833	+	KNOWN_PSEUDOGENE	ENSG00000255287			73.68	
retro_hsap_811	homo_sapiens	ENSG00000140319		11	93268634	93268951	+	KNOWN_PSEUDOGENE	ENSG00000234106	ENSG00000166002		92.52	
retro_hsap_812	homo_sapiens	ENSG00000100380		11	94646211	94647302	+	KNOWN_PSEUDOGENE	ENSG00000213368	ENSG00000256469		88.49	
retro_hsap_813	homo_sapiens	ENSG00000105193		11	94936961	94937186	+	NOVEL		ENSG00000245552		73.33	
retro_hsap_814	homo_sapiens	ENSG00000144713		11	95696382	95696785	+	KNOWN_PSEUDOGENE	ENSG00000242993			73.91	
retro_hsap_815	homo_sapiens	ENSG00000117748		11	100207616	100208160	+	KNOWN_PSEUDOGENE	ENSG00000255547	ENSG00000149972		77.42	
retro_hsap_816	homo_sapiens	ENSG00000196262		11	100537195	100537690	+	KNOWN_PSEUDOGENE	ENSG00000255059			88.48	
retro_hsap_817	homo_sapiens	ENSG00000122203		11	101464750	101465662	+	KNOWN_PSEUDOGENE	ENSG00000254506	ENSG00000137672		82.47	
retro_hsap_818	homo_sapiens	ENSG00000137154		11	102165790	102166534	+	KNOWN_PSEUDOGENE	ENSG00000243777			81.53	
retro_hsap_819	homo_sapiens	ENSG00000122026		11	102915965	102916438	+	KNOWN_PSEUDOGENE	ENSG00000239861			77.02	
retro_hsap_820	homo_sapiens	ENSG00000130707		11	107047011	107047996	+	KNOWN_PSEUDOGENE	ENSG00000255353			86.32	
retro_hsap_821	homo_sapiens	ENSG00000177600		11	107779145	107779487	+	KNOWN_PSEUDOGENE	ENSG00000240652			91.3	
retro_hsap_822	homo_sapiens	ENSG00000099817		11	109920252	109920882	+	KNOWN_PSEUDOGENE	ENSG00000255210			85.24	
retro_hsap_823	homo_sapiens	ENSG00000134056	ENSG00000262605	11	112079320	112079618	+	KNOWN_PSEUDOGENE	ENSG00000255231	ENSG00000197580		69.52	
retro_hsap_824	homo_sapiens	ENSG00000112306		11	112089048	112089440	+	KNOWN_PSEUDOGENE	ENSG00000243930	ENSG00000197580		72.18	
retro_hsap_825	homo_sapiens	ENSG00000115944		11	113640381	113640678	+	KNOWN_PSEUDOGENE	ENSG00000257070	ENSG00000086827		78.79	
retro_hsap_826	homo_sapiens	ENSG00000116478		11	114453974	114454907	+	KNOWN_PSEUDOGENE	ENSG00000256674	ENSG00000137634		77.81	
